cid,course_code,serial_no,course_name,department,reg_sel,credits,restrict,time,location,instructor,year,term,quota,authorize_quota,interschool_quota,english,dept_code,note
1,01UG004,0920,音樂鑑賞,通識,通,2,◎音樂系不得選修,四 3-4,本部 誠101,未定,110,1,120,10,3,"",GU,◎數位課程 李娓娓
2,01UG004,0921,音樂鑑賞,通識,通,2,◎音樂系不得選修,二 3-4,本部 音409,未定,110,1,50,10,2,"",GU,陳惠齡
3,01UG005,0922,歌劇大師經典作品賞析,通識,通,2,◎音樂系不得選修,四 6-7,本部 音308,王望舒,110,1,50,10,0,"",GU,""
4,01UG008,0923,旅行文學,通識,通,2,◎國文系不得選修,二 3-4,本部 誠109,陳室如,110,1,50,10,0,"",GU,""
5,01UG011,0924,亞裔美國文學與電影的藝術形式,通識,通,2,"",一 8-9,本部 誠203,左乙萱,110,1,55,22,0,"",GU,建議英語閱讀能力中高級者選修。第一週上課發放授權碼，若人數超過，攜以下影本或電子版優先，依次為1.平均成績達85分。大一則任何考試成績或成就特優。2.其他優異表現或指考英文達前標。3.平均成績達80分(1)大四，(2)研究所或就業與此領域相關。第一週後仍有授權碼上課索取或附原因e-mail索取。
6,01UG011,0925,亞裔美國文學與電影的藝術形式,通識,通,2,"",一 10-A,本部 誠203,左乙萱,110,1,55,22,0,是,GU,建議英語閱讀能力中高級者選修。全英語授課。第一週上課發放授權碼，若人數超過，攜以下影本或電子版優先，依次為1.平均成績達85分。大一則任何考試成績或成就特優。2.其他優異表現或指考英文達前標。3.平均成績達80分(1)大四，(2)研究所或就業與此領域相關。第一週後仍有授權碼上課索取或附原因e-mail索取。
7,01UG012,0926,舞蹈鑑賞,通識,通,3,"",二 6-8,本部 誠102,王宏豪,110,1,50,10,5,"",GU,""
8,01UG016,0927,戲劇鑑賞,通識,通,2,"",三 3-4,本部 樸301,未定,110,1,50,10,0,"",GU,馮翊綱
9,01UG018,0928,民間文學與說唱藝術,通識,通,2,◎國文系不得選修,三 3-4,本部 誠202,蔡孟珍,110,1,85,12,0,"",GU,""
10,01UG021,0929,文學與電影,通識,通,3,"",四 2-4,本部 誠102,蘇榕,110,1,70,0,0,是,GU,""
11,01UG025,0930,認識臺灣的聲音,通識,通,2,"",三 3-4,本部 教201演講廳,未定,110,1,70,20,0,"",GU,許瑞坤
12,01UG027,0931,日本美術鑑賞,通識,通,2,"",四 3-4,本部 誠109,蔡家丘,110,1,50,10,3,"",GU,""
13,01UG032,0932,古典小說與人生,通識,通,2,◎國文系不得選修,二 3-4,本部 誠208,李志宏,110,1,50,10,0,"",GU,""
14,01UG033,0933,音樂與戲劇,通識,通,2,◎音樂系不得選修,五 3-4,本部 音308,王望舒,110,1,50,20,2,"",GU,""
15,02UG001,0934,哲學入門,通識,通,2,◎公領系不得選修,一 3-4,本部 誠301,未定,110,1,70,25,0,"",GU,傅皓政
16,02UG001,0935,哲學入門,通識,通,2,◎公領系不得選修,五 8-9,公館 理圖001,未定,110,1,60,5,0,"",GU,王鍾山
17,02UG002,0936,思考方法,通識,通,2,"",四 6-7,公館 Ｂ101,未定,110,1,50,20,0,"",GU,紀金慶
18,02UG004,0937,多元視野的道德判斷,通識,通,2,◎公領系不得選修,三 8-9,本部 誠402,李琪明,110,1,60,0,0,"",GU,本課程不開放加簽
19,02UG005,0938,道德推理,通識,通,2,"",一 8-9,本部 教201演講廳,洪仁進 林逢祺,110,1,100,10,0,"",GU,""
20,02UG010,0940,人生哲學與批判性思考,通識,通,2,"",三 3-4,本部 誠108,未定,110,1,65,0,0,"",GU,鄭鈞瑋
21,02UG010,0941,人生哲學與批判性思考,通識,通,2,"",三 6-7,本部 誠108,未定,110,1,65,0,0,"",GU,鄭鈞瑋
22,02UG010,0942,人生哲學與批判性思考,通識,通,2,"",四 3-4,公館 Ｂ102,未定,110,1,50,20,0,"",GU,紀金慶
23,02UG011,0943,從精神分析看生命潛則,通識,通,2,"",二 6-7,本部 誠304,李秀娟,110,1,50,10,0,"",GU,""
24,02UG015,0944,生物哲學導論,通識,通,2,"",四 3-4,公館 理圖002,林陳涌,110,1,50,10,0,"",GU,""
25,02UG019,0945,佛學中的人生智慧,通識,通,2,"",三 8-9,公館 Ｅ101,未定,110,1,70,10,0,"",GU,釋見見
26,03UG005,0946,現代公民與法律,通識,通,2,◎公領系不得選修,四 A-B,本部 誠104,未定,110,1,50,4,0,"",GU,陳彥?
27,03UG006,0947,憲法與人權,通識,通,2,◎公領系不得選修,四 6-7,本部 教201演講廳,呂啟民,110,1,102,10,0,"",GU,""
28,03UG012,0948,臺灣流行文化,通識,通,2,"",三 6-7,本部 誠101,莊佳穎,110,1,120,13,3,"",GU,""
29,03UG024,0949,環境與傳播,通識,通,2,"",一 3-4,本部 誠201,未定,110,1,70,20,0,"",GU,楊樺
30,03UG027,0950,女性文學、性別平等理論與婦運,通識,通,2,"",二 8-9,本部 誠203,左乙萱,110,1,55,22,0,"",GU,建議英語閱讀能力中高級者選修。第一週上課發放授權碼，若人數超過，攜以下影本或電子版優先，依次為1.平均成績達85分。大一則任何考試成績或成就特優。2.其他優異表現或指考英文達前標。3.平均成績達80分(1)大四，(2)研究所或就業與此領域相關。第一週後仍有授權碼上課索取或附原因e-mail索取。
31,03UG027,0951,女性文學、性別平等理論與婦運,通識,通,2,"",二 10-A,本部 誠203,左乙萱,110,1,55,22,0,是,GU,建議英語閱讀能力中高級者選修。全英語授課。第一週上課發放授權碼，若人數超過，攜以下影本或電子版優先，依次為1.平均成績達85分。大一則任何考試成績或成就特優。2.其他優異表現或指考英文達前標。3.平均成績達80分(1)大四，(2)研究所或就業與此領域相關。第一週後仍有授權碼上課索取或附原因e-mail索取。
32,03UG031,0952,鑑識科學概論,通識,通,2,"",四 3-4,本部 綜210展覽廳,未定,110,1,115,0,0,"",GU,姜雲生。原則上不提供授權碼。急需授權碼者(限大四或延畢同學)須於開學首次上課時親洽任課教師，且須俟加選截止前5日始能取得授權碼。
33,03UG038,0953,環境、地理與心理,通識,通,2,"",一 6-7,公館 理圖001,未定,110,1,50,10,0,"",GU,楊樺
34,03UG041,0954,管理學入門,通識,通,2,◎企管系不得選修,四 3-4,本部 正202,未定,110,1,50,5,0,"",GU,孔令玉
35,03UG041,0955,管理學入門,通識,通,2,◎企管系不得選修,四 6-7,本部 正202,未定,110,1,50,5,0,"",GU,孔令玉
36,03UG041,0956,管理學入門,通識,通,2,◎企管系不得選修,五 A-B,公館 理圖001,未定,110,1,70,0,0,"",GU,施友元
37,03UG042,0957,科技產業營業秘密保護與智慧財產權,通識,通,2,"",五 8-9,本部 正301,劉傳璽 未定,110,1,50,5,0,"",GU,劉傳璽、陳建宇合授
38,04UG003,0958,文明的探索,通識,通,2,"",一 8-9,本部 誠109,陳健文,110,1,50,10,0,"",GU,""
39,04UG003,0959,文明的探索,通識,通,2,"",三 3-4,本部 誠306,石蘭梅,110,1,50,10,0,"",GU,""
40,04UG003,0960,文明的探索,通識,通,2,"",三 6-7,本部 誠102,陳昭揚,110,1,50,10,0,"",GU,""
41,04UG012,0961,認識臺灣的原住民,通識,通,2,"",四 3-4,本部 誠108,陳永龍,110,1,50,10,5,"",GU,""
42,04UG013,0962,臺灣歷史與電影,通識,通,2,"",五 3-4,本部 誠101,陳佳宏,110,1,100,0,0,"",GU,電影相關課程限修人數上限100人，不開放授權碼。
43,04UG015,0963,臺灣歷史與文化,通識,通,2,"",四 3-4,本部 誠202,陳志豪,110,1,50,10,0,"",GU,""
44,04UG023,0964,２０世紀動盪時局下的知識份子,通識,通,2,"",四 9-10,本部 正301,胡元玲,110,1,50,0,0,"",GU,""
45,04UG024,0965,臺灣文史與城市發展,通識,通,2,"",二 3-4,本部 誠301,黃玫瑄,110,1,65,0,0,"",GU,""
46,04UG024,0966,臺灣文史與城市發展,通識,通,2,"",二 6-7,本部 誠301,黃玫瑄,110,1,65,0,0,"",GU,""
47,04UG028,0967,孫子兵法與人生,通識,通,2,◎國文系不得選修,三 3-4,本部 誠402,未定,110,1,50,10,0,"",GU,郭乃禎
48,04UG030,0968,客家社會探究,通識,通,2,"",四 3-4,本部 誠301,黃玫瑄,110,1,65,0,0,"",GU,◎進階服務學習
49,04UG033,0969,東南亞文化與歷史概略,通識,通,2,"",四 6-7,本部 誠104,未定,110,1,50,2,1,是,GU,廖弘民。全英語授課，修課學生需具備高階(native speaker-like)聽說讀寫英語能力。
50,05UG001,0970,邏輯思考與應用,通識,通,2,"",二 8-9,本部 誠101,王銀國,110,1,150,10,5,"",GU,全國最有個性的通識課，但保證教到會(免費個別教導)。
51,05UG001,0971,邏輯思考與應用,通識,通,2,"",三 8-9,本部 誠101,王銀國,110,1,150,10,5,"",GU,全國最有個性的通識課，但保證教到會(免費個別教導)。
52,05UG001,0972,邏輯思考與應用,通識,通,2,"",二 6-7,本部 正202,未定,110,1,55,0,0,"",GU,蔡承志
53,05UG002,0973,科學思維,通識,通,2,"",三 3-4,公館 理圖001,楊文金,110,1,50,10,0,"",GU,""
54,05UG002,0974,科學思維,通識,通,2,"",一 10-A,本部 誠109,未定,110,1,75,0,0,"",GU,鍾兆晉
55,05UG002,0975,科學思維,通識,通,2,"",一 B-C,本部 誠109,未定,110,1,75,0,0,"",GU,鍾兆晉
56,05UG007,0976,科學本質,通識,通,2,"",四 3-4,本部 正301,邱國力,110,1,50,5,0,"",GU,""
57,05UG009,0977,科技與社會,通識,通,2,"",二 3-4,本部 誠402,李旻憲,110,1,50,10,0,"",GU,""
58,05UG009,0978,科技與社會,通識,通,2,"",二 3-4,公館 理圖001,林陳涌,110,1,50,10,0,"",GU,""
59,05UG010,0979,科學的語言,通識,通,2,"",二 8-9,本部 正202,未定,110,1,55,0,0,"",GU,蔡承志
60,05UG011,0980,科技倫理,通識,通,2,"",五 6-7,本部 誠108,未定,110,1,60,10,3,"",GU,劉啟民
61,05UG011,0981,科技倫理,通識,通,2,"",五 8-9,本部 誠108,未定,110,1,60,10,3,"",GU,劉啟民
62,05UG012,0982,科技史哲思維下的世界觀,通識,通,2,"",五 1-2,本部 誠201,未定,110,1,90,12,0,"",GU,陳珍源
63,05UG014,0983,科學不一樣,通識,通,2,"",一 3-4,本部 誠104,張欣怡,110,1,50,4,0,"",GU,""
64,05UG016,0984,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,二 8-9,本部 教401,未定,110,1,50,5,0,"",GU,簡培修
65,05UG016,0985,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,三 9-10,公館 理圖801,未定,110,1,50,5,0,"",GU,張凌倩
66,05UG016,0986,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,三 8-9,本部 教401,未定,110,1,50,5,0,"",GU,簡培修
67,05UG016,0987,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,四 6-7,本部 教402,未定,110,1,50,5,0,"",GU,蔡明男
68,05UG016,0988,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,四 8-9,本部 教401,未定,110,1,50,5,0,"",GU,蔡明男
69,05UG016,0989,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,四 9-10,公館 理圖801,未定,110,1,50,5,0,"",GU,邵森蘭
70,05UG016,0990,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,五 1-2,本部 教401,未定,110,1,50,5,0,"",GU,江政杰
71,05UG016,0991,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,五 3-4,本部 教401,未定,110,1,50,5,0,"",GU,江政杰
72,05UG016,0992,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,五 9-10,本部 教401,未定,110,1,50,5,0,"",GU,張凌倩
73,05UG016,0993,運算思維與程式設計,通識,通,2,◎學習科學學位學程、工教系、科技系、圖傳系、機電系、電機系、光電工程學位學程、資工系不得選修,五 9-10,公館 理圖801,未定,110,1,50,5,0,"",GU,黃芳蘭
74,05UG019,0994,行動App程式設計,通識,通,2,"",二 3-4,公館 理圖801,劉建成,110,1,50,5,0,"",GU,◎數位課程
75,05UG019,0995,行動App程式設計,通識,通,2,"",四 3-4,本部 教401,劉建成,110,1,50,5,0,"",GU,""
76,05UG020,0996,統計學,通識,通,2,"",二 6-7,本部 教403,未定,110,1,35,5,0,"",GU,心輔系學士班學生修習通識課程「心理學」、「統計學」不計入畢業學分。
77,05UG020,0997,統計學,通識,通,2,"",三 3-4,本部 教401,劉振維,110,1,50,10,0,"",GU,心輔系學士班學生修習通識課程「心理學」、「統計學」不計入畢業學分。
78,05UG021,0998,試算表進階應用與程式設計,通識,通,2,"",一 8-9,本部 教401,未定,110,1,50,5,0,"",GU,吳清輝
79,05UG021,0999,試算表進階應用與程式設計,通識,通,2,"",二 6-7,公館 理圖801,劉建成,110,1,50,5,0,"",GU,""
80,05UG021,1000,試算表進階應用與程式設計,通識,通,2,"",四 6-7,本部 教401,劉建成,110,1,50,5,0,"",GU,""
81,05UG022,1001,學程式玩音樂,通識,通,2,"",五 3-4,本部 教402,未定,110,1,50,5,0,"",GU,林宜徵
82,05UG023,1002,文本分析與程式設計,通識,通,2,"",五 3-4,本部 教403,未定,110,1,38,2,0,"",GU,王祥安
83,05UG023,1003,文本分析與程式設計,通識,通,2,"",五 6-7,本部 教401,未定,110,1,50,5,0,"",GU,王祥安
84,05UG025,1004,遊戲程式設計,通識,通,2,◎資工系不得選修,四 3-4,公館 理圖801,王科植,110,1,50,5,0,"",GU,""
85,05UG025,1005,遊戲程式設計,通識,通,2,"",五 3-4,本部 教404,劉建成,110,1,28,2,0,"",GU,""
86,05UG026,1006,運動數據分析與程式設計,通識,通,2,"",三 6-7,公館 理圖801,蔣宗哲 劉有德,110,1,50,5,0,"",GU,""
87,06UG004,1007,星星月亮太陽－天文漫談,通識,通,2,◎地科系不得選修,三 3-4,公館 Ｅ202,橋本康弘,110,1,157,30,25,是,GU,""
88,06UG005,1008,奈米科技,通識,通,2,"",五 3-4,本部 教201演講廳,郭金國,110,1,150,10,0,"",GU,""
89,06UG006,1009,環境倫理與永續發展,通識,通,2,"",三 6-7,本部 誠302,張子超,110,1,50,10,5,"",GU,""
90,06UG006,1010,環境倫理與永續發展,通識,通,2,"",一 A-B,本部 誠201,未定,110,1,90,10,0,"",GU,李清安
91,06UG007,1011,生活中的化學,通識,通,2,"",四 1-2,本部 綜210展覽廳,未定,110,1,135,0,0,"",GU,姜雲生。1.原則上不提供授權碼。急需授權碼者(限大四或延畢同學)須於開學首次上課時親洽任課教師，且須俟加選截止前5日始能取得授權碼。2.「生活中的化學」可望對體育系、競技系、音樂系、生科系、衛教系同學尤多助益。
92,06UG009,1012,植物與人生,通識,通,2,◎生科系不得選修,三 3-4,公館 Ｓ101,王震哲,110,1,70,20,5,"",GU,""
93,06UG012,1013,資訊科技與生活,通識,通,2,"",一 3-4,本部 誠106,劉建成,110,1,43,5,0,"",GU,""
94,06UG012,1014,資訊科技與生活,通識,通,2,"",一 6-7,本部 誠104,劉建成,110,1,49,5,0,"",GU,""
95,06UG014,1015,科技與人文的對話,通識,通,2,"",三 3-4,本部 誠201,王銀國,110,1,90,10,0,"",GU,最營養的通識課，包山包海，保證收穫滿滿。
96,06UG018,1016,學習與生活中的腦科學,通識,通,2,"",二 3-4,本部 誠202,顏妙璇,110,1,50,10,0,"",GU,""
97,06UG018,1017,學習與生活中的腦科學,通識,通,2,"",二 6-7,本部 誠202,顏妙璇,110,1,50,10,0,"",GU,""
98,06UG021,1018,宇宙中的生命與太空環境,通識,通,2,"",三 6-7,公館 Ｅ302,橋本康弘,110,1,157,30,30,是,GU,◎數位課程
99,0AUG203,1019,音樂概論,通識,通,2,◎音樂系不得選修,三 3-4,本部 音308,吳佩蓉,110,1,65,10,0,"",GU,""
100,0AUG215,1020,文學與藝術,通識,通,2,"",四 3-4,本部 正101,狄亞倫,110,1,50,10,0,是,GU,""
101,0AUG215,1021,文學與藝術,通識,通,2,"",五 8-9,本部 誠202,林秀玲,110,1,50,10,0,是,GU,""
102,0AUG228,1022,文學、電影中的青少年成長經驗,通識,通,2,"",一 3-4,本部 誠105,鄭怡庭,110,1,30,18,0,"",GU,""
103,0AUG402,1023,心理學,通識,通,2,"",四 3-4,本部 教202會議廳,未定,110,1,50,10,0,"",GU,心輔系學士班學生修習通識課程「心理學」、「統計學」不計入畢業學分。
