cid,course_code,serial_no,course_name,department,reg_sel,credits,restrict,time,location,instructor,year,term,quota,authorize_quota,interschool_quota,english,dept_code,note
2422,PEU0274,0082,體操（一）,體育系,選,2,◎限女生修 ◎限大一修習,二 3-4,本部 體操房,張琪,110,1,50,10,0,"",AU30,""
2423,PEU0274,0083,體操（一）,體育系,選,2,◎限男生修 ◎限大一修習,一 3-4,本部 體操房,張琪,110,1,50,10,0,"",AU30,""
2424,PEU0277,0084,田徑（一）,體育系,選,2,◎限女生修 ◎限大一修習,四 8-9,本部 操場一,林淑惠,110,1,50,10,0,"",AU30,""
2425,PEU0277,0085,田徑（一）,體育系,選,2,◎限男生修 ◎限大一修習,三 8-9,本部 操場一,詹俊成,110,1,50,10,0,"",AU30,""
2426,PEU0015,0086,運動生理學,體育系,必,2,"",一 6-7,本部 誠102,王鶴森,110,1,80,10,0,"",AU30,""
2427,PEU0067,0087,運動傷害與防護,體育系,選,2,"",二 8-9,本部 誠202,未定,110,1,70,10,3,"",AU30,""
2428,PEU0081,0088,手球（一）,體育系,選,2,"",二 8-9,本部 體育館一4F,未定,110,1,50,10,3,"",AU30,""
2429,PEU0190,0089,運動技能學習,體育系,選,2,"",一 8-9,本部 樸106,卓俊伶,110,1,50,10,0,"",AU30,""
2430,PEU0239,0090,水上安全與救生（一）,體育系,選,2,"",五 1-2,校外 教室自排,未定,110,1,50,10,3,"",AU30,上課地點：臺科大游泳館
2431,PEU0245,0091,籃球（一）,體育系,必,2,◎限女生修,四 8-9,本部 體育館一4F,掌慶維,110,1,50,10,0,"",AU30,""
2432,PEU0245,0092,籃球（一）,體育系,必,2,◎限男生修,四 6-7,本部 體育館一4F,掌慶維,110,1,50,10,0,"",AU30,""
2433,PEU0248,0093,排球（一）,體育系,必,2,◎限女生修,二 3-4,本部 體育館一4F,溫良財,110,1,50,10,0,"",AU30,""
2434,PEU0248,0094,排球（一）,體育系,必,2,◎限男生修,二 1-2,本部 體育館一4F,溫良財,110,1,50,10,0,"",AU30,""
2435,PEU0257,0095,網球（一）,體育系,必,2,◎限女生修,四 6-7,本部 網球場一,林岱樵,110,1,50,10,0,"",AU30,""
2436,PEU0257,0096,網球（一）,體育系,必,2,◎限男生修,五 3-4,公館 網球場二,林岱樵,110,1,50,10,0,"",AU30,""
2437,PEU0260,0097,武術（一）,體育系,必,2,◎限女生修,二 1-2,本部 武術房一,張育愷,110,1,50,10,0,"",AU30,""
2438,PEU0260,0098,武術（一）,體育系,必,2,◎限男生修,二 3-4,本部 武術房一,張育愷,110,1,50,10,0,"",AU30,""
2439,PEU0266,0099,羽球（一）,體育系,必,2,◎限女生修,五 6-7,本部 體育館一4F,潘光敏,110,1,50,10,0,"",AU30,""
2440,PEU0266,0100,羽球（一）,體育系,必,2,◎限男生修,四 3-4,本部 體育館一4F,徐孟達,110,1,50,10,0,"",AU30,""
2441,PEU0272,0101,舞蹈（一）,體育系,必,2,◎限女生修,三 8-9,本部 小韻律教室,未定,110,1,50,10,0,"",AU30,""
2442,PEU0272,0102,舞蹈（一）,體育系,必,2,◎限男生修,三 8-9,本部 大韻律教室,曾明生,110,1,50,10,0,"",AU30,""
2443,PEU0292,0103,運動貼紮與臨床實作,體育系,選,2,"",四 1-2,本部 樸106,未定,110,1,50,10,0,"",AU30,黃昱倫
2444,PEU0295,0104,基礎儀器治療學,體育系,選,2,"",一 6-7,本部 樸106,未定,110,1,50,10,0,"",AU30,黃昱倫
2445,PEU3002,0105,動作教育,體育系,選,2,"",一 8-9,本部 大韻律教室,曾明生,110,1,50,10,0,"",AU30,""
2446,PEU4011,0106,休閒活動概論,體育系,選,2,"",五 8-9,本部 樸105,詹俊成,110,1,50,10,0,"",AU30,""
2447,PEU4020,0107,體育行政與管理,體育系,必,2,"",一 3-4,本部 誠302,張川鈴,110,1,70,10,0,"",AU30,""
2448,PEU0034,0108,運動技術分析,體育系,選,2,"",五 6-7,本部 樸106,蔡虔祿,110,1,50,10,0,"",AU30,""
2449,PEU0046,0109,運動倫理與法律,體育系,選,2,"",三 6-7,本部 樸105,未定,110,1,50,10,3,"",AU30,""
2450,PEU0201,0110,運動專長訓練（一）,體育系,選,1,"",一 10-A,本部 體001,林靜萍,110,1,50,10,0,"",AU30,""
2451,PEU0210,0111,應用運動生物力學,體育系,選,2,"",四 8-9,本部 樸106,張家豪,110,1,50,10,0,"",AU30,""
2452,PEU0212,0112,體育測驗與評量,體育系,選,2,"",二 8-9,本部 樸105,施登堯,110,1,50,10,0,"",AU30,""
2453,PEU0244,0113,田徑（三）,體育系,選,2,◎必須先修過【PEU0243  田徑（二）】,一 8-9,本部 操場一,林淑惠,110,1,50,10,0,"",AU30,""
2454,PEU0247,0114,籃球（三）,體育系,選,2,◎必須先修過【PEU0246  籃球（二）】,一 1-2,本部 體育館一4F,施登堯,110,1,50,10,0,"",AU30,""
2455,PEU0250,0115,排球（三）,體育系,選,2,◎必須先修過【PEU0249  排球（二）】,四 6-7,公館 體育館二3樓,張恩崇,110,1,50,10,0,"",AU30,""
2456,PEU0256,0116,棒（壘）球（三）,體育系,選,2,◎必須先修過【PEU0255  棒（壘）球（二）】,二 3-4,公館 操場二,陳妙怡,110,1,50,10,0,"",AU30,""
2457,PEU0259,0117,網球（三）,體育系,選,2,◎必須先修過【PEU0258  網球（二）】,四 3-4,公館 網球場二,林岱樵,110,1,50,10,0,"",AU30,""
2458,PEU0265,0118,游泳（三）,體育系,選,2,◎必須先修過【PEU0264  游泳（二）】,五 1-2,校外 教室自排,鄭國輝,110,1,50,10,0,"",AU30,""
2459,PEU0268,0119,羽球（三）,體育系,選,2,◎必須先修過【PEU0267  羽球（二）】,五 3-4,本部 體育館一4F,蔡虔祿,110,1,50,10,0,"",AU30,""
2460,PEU0271,0120,桌球（三）,體育系,選,2,◎必須先修過【PEU0270  桌球（二）】,一 3-4,本部 桌球室,林慶宏,110,1,50,10,0,"",AU30,""
2461,PEU0276,0121,體操（三）,體育系,選,2,◎必須先修過【PEU0275  體操（二）】,二 6-7,本部 體操房,張琪,110,1,50,10,0,"",AU30,""
2462,PEU0282,0122,體適能與運動處方,體育系,選,2,"",三 8-9,本部 樸106,方進隆,110,1,50,10,3,"",AU30,""
2463,PEU0296,0123,運動傷害評估學,體育系,選,2,◎必須先修過【PEU2001  運動解剖學】、【PEU0067  運動傷害與防護】,二 8-9,本部 樸106,李恆儒,110,1,50,10,0,"",AU30,""
2464,PEU3007,0124,體育課程設計,體育系,選,2,"",一 6-7,本部 誠109,掌慶維,110,1,50,10,0,"",AU30,""
2465,PEU4008,0125,運動行銷學,體育系,選,2,"",四 8-9,本部 樸105,王傑賢,110,1,50,10,0,"",AU30,""
2466,PEU4019,3324,體育專業服務,體育系,必,1,"",六 1,本部 教室自排,張琪,110,1,50,10,0,"",AU30,""
2467,PEUE101,0126,體育教材教法（教）,體育系,選,2,◎必須先修過【PEU3003  運動教育學】,四 1-2,本部 誠304,施登堯,110,1,50,10,0,"",AU30,""
2468,HEU0075,0127,安全教育,體育系,選,2,"",二 8-9,本部 正103,王國川,110,1,50,10,0,"",AU30,""
2469,PEU0092,0128,運動觀光,體育系,選,2,"",二 8-9,本部 正204,未定,110,1,50,10,0,"",AU30,""
2470,PEU0107,0129,運動休閒服務業管理,體育系,選,2,"",四 3-4,本部 樸106,張琪,110,1,50,10,0,"",AU30,""
2471,PEU0186,0130,籃球（五）,體育系,選,2,◎必須先修過【PEU0174  籃球（四）】,一 3-4,本部 體育館一4F,施登堯,110,1,50,10,0,"",AU30,""
2472,PEU0203,0131,運動專長訓練（三）,體育系,選,1,◎必須先修過【PEU0201  運動專長訓練（一）】、【PEU0202  運動專長訓練（二）】,四 10-A,本部 體001,林靜萍,110,1,50,10,0,"",AU30,""
2473,PEU0237,0132,桌球（五）,體育系,選,2,◎必須先修過【PEU0236  桌球（四）】,四 6-7,本部 桌球室,林慶宏,110,1,50,10,0,"",AU30,""
2474,PEU0301,0133,飛盤運動,體育系,選,2,"",五 6-7,本部 操場一,未定,110,1,50,10,0,"",AU30,""
2475,PEU3004,0134,運動哲學,體育系,選,2,"",一 6-7,本部 體001,林慶宏,110,1,50,10,0,"",AU30,""
2476,PEUE210,0135,體育教學實習（二）（教）,體育系,選,2,◎必須先修過【PEUE209  體育教學實習（一）（教）】,五 1-4,本部 樸106,掌慶維,110,1,50,10,0,"",AU30,""
2477,PEM0001,0012,體育研究法,體育碩,必,3,◎課程開放上修,二 2-4,本部 體002,程瑞福,110,1,50,10,0,"",AM30,""
2478,PEM0001,0013,體育研究法,體育碩,必,3,◎課程開放上修,二 2-4,本部 體003,洪聰敏,110,1,50,10,0,"",AM30,""
2479,PEM0005,0014,體育教學研究,體育碩,選,3,◎課程開放上修,一 2-4,本部 體002,陳信亨,110,1,50,10,0,"",AM30,""
2480,PEM0023,0015,運動行銷學研究,體育碩,選,3,◎課程開放上修,二 7-9,本部 體003,鄭志富,110,1,50,10,0,"",AM30,""
2481,PEM0024,0016,統計與實驗設計（一）,體育碩,必,3,◎課程開放上修,一 7-9,本部 教402,張育愷,110,1,50,10,0,"",AM30,""
2482,PEM0033,0017,運動管理學研究,體育碩,選,3,◎課程開放上修,四 6-8,本部 體002,程紹同,110,1,50,10,0,"",AM30,""
2483,PEM0074,0018,運動社會學研究,體育碩,選,3,◎課程開放上修,四 2-4,本部 體002,湯添進,110,1,50,10,0,"",AM30,""
2484,PEM0075,0019,國際體育與運動現勢研究,體育碩,選,3,◎課程開放上修,五 2-4,本部 體003,未定,110,1,50,10,3,"",AM30,""
2485,PEC0013,0020,運動生物力學研究法,體育碩,選,3,◎課程開放上修,四 2-4,公館 研001,蔡虔祿,110,1,50,10,0,"",AM30,""
2486,PEC0030,0021,運動營養學研究,體育碩,選,3,◎課程開放上修,五 6-8,公館 體育館三樓視聽教室,劉宏文,110,1,50,10,0,"",AM30,""
2487,PEC0039,0022,運動能量代謝專題研究,體育碩,選,3,◎課程開放上修,三 2-4,公館 研001,陳勇志,110,1,50,10,0,是,AM30,""
2488,PEC0051,0023,人體步態專題研究,體育碩,選,3,◎課程開放上修,四 7-9,公館 研001,李恆儒,110,1,50,10,0,"",AM30,""
2489,PEC0071,0024,運動哲學專題研究,體育碩,選,3,◎課程開放上修,四 2-4,本部 體001,林慶宏,110,1,50,10,0,"",AM30,""
2490,PEC0085,0025,老化與體適能專題研究,體育碩,選,3,◎課程開放上修,四 2-4,本部 體003,方進隆,110,1,50,10,3,"",AM30,""
2491,PEC0092,0026,適應體育專題研究,體育碩,選,3,◎課程開放上修,二 A-C,本部 體001,未定,110,1,50,10,0,"",AM30,""
2492,PEC0107,0027,運動經驗研究,體育碩,選,3,◎課程開放上修,五 3-5,公館 體育館三樓視聽教室,石明宗,110,1,50,10,0,"",AM30,""
2493,PEC0109,0028,運動文化專題研究,體育碩,選,3,◎課程開放上修,三 3-5,公館 體育館三樓視聽教室,石明宗,110,1,50,10,0,"",AM30,""
2494,PEC0115,0029,動作學習專題研究,體育碩,選,3,◎課程開放上修,二 A-C,本部 體003,卓俊伶,110,1,50,10,0,"",AM30,""
2495,PEC0118,0030,身體活動心理學專題研究,體育碩,選,3,◎課程開放上修,二 6-8,本部 體002,張育愷,110,1,50,10,0,"",AM30,""
2496,PEC0121,0031,競技運動心生理學專題研究,體育碩,選,3,◎課程開放上修,三 2-4,本部 體002,洪聰敏,110,1,50,10,0,"",AM30,""
2497,PEC0125,0032,高級運動生物力學,體育碩,選,3,◎課程開放上修,五 6-8,公館 研001,黃長福,110,1,50,10,3,"",AM30,""
2498,PEC0128,0033,應用生物力學研究,體育碩,選,3,◎課程開放上修,一 2-4,公館 研002,未定,110,1,50,10,0,"",AM30,""
2499,PEC0131,0034,高級運動生理學（含實驗）,體育碩,選,3,◎課程開放上修,二 6-A,公館 研001,徐孟達,110,1,50,10,0,"",AM30,""
2500,PEC0133,0035,體適能與運動處方專題研究,體育碩,選,3,◎課程開放上修,五 2-4,本部 體002,未定,110,1,50,10,3,"",AM30,""
2501,PEC0143,0036,競技運動心理學研究,體育碩,選,3,◎課程開放上修,四 2-4,本部 體育館一2樓會議室,季力康,110,1,50,10,0,"",AM30,""
2502,PEC8002,0037,體育運動史學研究與實務,體育碩,選,3,◎課程開放上修,二 A-C,本部 體002,林玫君,110,1,50,10,0,"",AM30,""
2503,PEC8008,3310,運動科學專業英文寫作與口語表達,體育碩,選,3,◎課程開放上修,二 7-9,本部 體001,柯珍宜,110,1,50,10,0,是,AM30,""
2504,PEC8009,0038,離心運動與訓練專題研究,體育碩,選,3,◎課程開放上修,四 6-8,公館 體育館三樓視聽教室,陳忠慶,110,1,50,10,0,"",AM30,""
2505,PED0012,0003,運動科學特論,體育博,必,3,◎課程開放上修,五 2-4,本部 體001,林靜萍,110,1,50,10,0,"",AD30,""
2506,PED0013,0004,統計與實驗設計（二）,體育博,必,3,◎課程開放上修,四 6-8,本部 教404,陳美燕,110,1,28,2,0,"",AD30,""
2507,PED0025,0005,運動行銷學專題研究,體育博,選,3,◎課程開放上修,五 6-8,本部 體002,程紹同,110,1,50,10,0,"",AD30,""
2508,PED0065,0006,運動管理學專題研究,體育博,選,3,◎課程開放上修,四 7-9,本部 體003,鄭志富,110,1,50,10,0,"",AD30,""
2509,PED0066,0007,體育教學專題研究,體育博,選,3,◎課程開放上修,四 7-9,本部 體育館一2樓會議室,施登堯,110,1,50,10,0,"",AD30,""
2510,PED0071,0008,動作行為學之研究典範與批判,體育博,選,3,◎課程開放上修,三 A-C,本部 體003,卓俊伶,110,1,50,10,0,"",AD30,""
2511,SRM0003,0039,運動休閒與餐旅管理專題討論（二）,休旅碩,必,1,◎限本系(含雙主修)修習 ◎課程不開放上修,四 C,本部 綜508會議室,湯添進,110,1,50,10,0,"",AM31,""
2512,SRM0010,0040,餐旅策略管理研究,休旅碩,選,3,◎課程不開放上修,三 7-9,本部 綜604,未定,110,1,30,10,0,"",AM31,""
2513,SRM0011,0041,研究法,休旅碩,必,3,◎限本系(含雙主修)修習 ◎課程不開放上修,五 7-9,本部 綜508會議室,麥康妮,110,1,50,10,0,"",AM31,""
2514,SRM0034,0042,休閒與社區發展,休旅碩,選,3,◎課程開放上修,二 6-8,本部 綜603,李晶,110,1,30,10,3,"",AM31,""
2515,SRM0045,0043,運動與休閒行銷學研究,休旅碩,選,3,◎課程開放上修,一 7-9,本部 綜604,朱文增,110,1,30,10,3,"",AM31,""
2516,SRM0052,0044,休閒思想演變研究,休旅碩,選,3,◎課程開放上修,一 7-9,本部 綜603,林儷蓉,110,1,30,10,3,"",AM31,""
2517,SRM0073,0045,運動觀光研究與實作,休旅碩,選,3,◎課程開放上修,二 7-9,本部 綜604,林伯修,110,1,30,10,3,"",AM31,""
2518,SRM0074,0046,運動與休閒人類學研究,休旅碩,選,3,◎課程開放上修,二 3-5,本部 綜604,林伯修,110,1,30,10,3,"",AM31,""
2519,SRM0075,0047,休閒治療理論與技巧,休旅碩,選,3,◎課程不開放上修,五 2-4,本部 綜603,林儷蓉,110,1,30,10,0,"",AM31,""
2520,SRM0077,0048,餐旅消費者行為研究,休旅碩,選,3,◎課程不開放上修,四 7-9,本部 綜604,未定,110,1,30,10,0,是,AM31,""
2521,SRM0078,0049,餐旅業顧客體驗管理,休旅碩,選,3,◎課程不開放上修,五 2-4,本部 綜604,未定,110,1,30,10,0,是,AM31,""
2522,SRM0117,0050,運動消費者行為研究,休旅碩,選,3,◎課程開放上修,四 2-4,本部 綜604,陳美燕,110,1,30,10,3,"",AM31,""
2523,SRC0003,0051,遊憩區規劃與設計,休旅碩,選,3,◎課程不開放上修,四 6-8,本部 綜602,李晶,110,1,30,10,3,"",AM31,""
2524,SRC0015,0052,餐旅業當代議題,休旅碩,選,3,◎課程不開放上修,二 2-4,本部 綜603,未定,110,1,30,10,0,是,AM31,""
2525,SRM0030,0053,高級統計學,休旅碩,必,3,◎課程不開放上修,一 2-4,本部 綜604,朱文增,110,1,30,5,5,"",AM31,""
2526,SRM0030,0054,高級統計學,休旅碩,必,3,◎課程不開放上修,三 2-4,本部 教402,方進義,110,1,30,10,5,"",AM31,""
2527,SRD0001,0009,質性研究法,休旅博,必,3,◎課程不開放上修,四 7-9,本部 綜603,麥康妮,110,1,30,5,1,是,AD31,""
2528,SRD0012,0010,管理決策財務分析,休旅博,選,3,◎課程不開放上修,四 2-4,本部 綜603,方進義,110,1,30,3,2,"",AD31,""
2529,SRD0024,0011,運動休閒與餐旅管理專題討論,休旅博,必,1,允許重複修 ◎必須先修過【SRD0001  質性研究法】、【SRD0002  量化研究法】其中一門 ◎課程不開放上修,四 B,本部 綜508會議室,林儷蓉,110,1,30,10,0,"",AD31,""
2530,FPU0014,0136,體育行政與管理,競技系,選,2,"",二 6-7,公館 Ｓ601,李佳融,110,1,50,10,0,"",AU32,""
2531,FPU0240,0137,游泳（一）,競技系,選,2,"",一 1-2,校外 教室自排,梁嘉音,110,1,50,10,0,"",AU32,授課地點暫定為台科大游泳池。惟視本校游泳館整修進度，可能調回本部游泳館。
2532,FPU0240,0138,游泳（一）,競技系,選,2,"",二 1-2,校外 教室自排,翁士航,110,1,50,10,0,"",AU32,授課地點暫定為台科大游泳池。惟視本校游泳館整修進度，可能調回本部游泳館。
2533,FPU0244,0139,田徑（一）,競技系,選,2,"",二 3-4,公館 操場二,林雯雯,110,1,50,10,0,"",AU32,""
2534,FPU0245,0140,羽球（一）,競技系,選,2,"",二 3-4,公館 中正堂,李建興,110,1,50,10,0,"",AU32,""
2535,FPU0253,0141,籃球（一）,競技系,選,2,"",五 6-7,公館 體育館二3樓,王志群,110,1,50,10,0,"",AU32,""
2536,FPU0328,0142,體操（三）,競技系,選,2,"",三 10-A,本部 體操房,翁士航,110,1,50,10,0,"",AU32,""
2537,FPU0330,0143,體適能,競技系,選,2,"",四 3-4,公館 體育館三樓會議室,鄭景峰,110,1,50,10,0,"",AU32,""
2538,FPU0331,0144,重量訓練,競技系,選,2,"",四 6-7,本部 誠207,翁士航,110,1,50,10,0,"",AU32,""
2539,FPU0337,0145,健康與體育概論,競技系,選,2,"",二 1-2,公館 Ｓ101,陳信亨,110,1,50,10,0,"",AU32,""
2540,FPU0344,0146,運動專長術科：田賽,競技系,必,4,允許重複修,一 8-9,"公館 操場二, 二 8-9 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",蔡於儒,110,1,50,10,0,"",AU32,""
2541,FPU0345,0147,運動專長術科：徑賽,競技系,必,4,允許重複修,一 8-9,"公館 操場二, 二 8-9 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",林雯雯,110,1,50,10,0,"",AU32,""
2542,FPU0346,0148,運動專長術科：男子籃球,競技系,必,4,允許重複修,一 8-9,"公館 體育館二3樓, 二 8-9 公館 體育館二3樓, 四 8-9 公館 體育館二3樓, 五 8-9 公館 體育館二3樓",王志群,110,1,50,10,0,"",AU32,""
2543,FPU0347,0149,運動專長術科：女子籃球,競技系,必,4,允許重複修,一 8-9,"公館 體育館二3樓, 二 8-9 公館 體育館二3樓, 四 8-9 公館 體育館二3樓, 五 8-9 公館 體育館二3樓",梁嘉音,110,1,50,10,0,"",AU32,""
2544,FPU0348,0150,運動專長術科：壘球,競技系,必,4,允許重複修,一 8-9,"公館 操場二, 二 8-9 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",陳妙怡,110,1,50,10,0,"",AU32,""
2545,FPU0349,0151,運動專長術科：女子足球,競技系,必,4,允許重複修,一 8-9,"公館 操場二, 二 8-9 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",周台英,110,1,50,10,0,"",AU32,""
2546,FPU0350,0152,運動專長術科：男子排球,競技系,必,4,允許重複修,一 8-9,"公館 體育館二3樓, 二 8-9 公館 體育館二3樓, 四 8-9 公館 體育館二3樓, 五 8-9 公館 體育館二3樓",張恩崇,110,1,50,10,0,"",AU32,""
2547,FPU0351,0153,運動專長術科：女子排球,競技系,必,4,允許重複修,一 10-A,"公館 體育館二3樓, 二 10-A 公館 體育館二3樓, 四 10-A 公館 體育館二3樓, 五 10-A 公館 體育館二3樓",張恩崇,110,1,50,10,0,"",AU32,""
2548,FPU0352,0154,運動專長術科：跆拳道,競技系,必,4,允許重複修,一 8-9,"公館 體育館二B1, 二 8-9 公館 體育館二B1, 四 8-9 公館 體育館二B1, 五 8-9 公館 體育館二B1",黃珮昀,110,1,50,10,0,"",AU32,""
2549,FPU0353,0155,運動專長術科：跆拳道品勢,競技系,必,4,允許重複修,一 10-A,"公館 體育館二B1, 二 10-A 公館 體育館二B1, 四 10-A 公館 體育館二B1, 五 10-A 公館 體育館二B1",黃珮昀,110,1,50,10,0,"",AU32,""
2550,FPU0354,0156,運動專長術科：舉重,競技系,必,4,允許重複修,一 A-B,"校外 教室自排, 二 A-B 校外 教室自排, 四 A-B 校外 教室自排, 五 A-B 校外 教室自排",未定 未定,110,1,50,10,0,"",AU32,教室為板橋區立體育場
2551,FPU0355,0157,運動專長術科：射箭,競技系,必,4,允許重複修,一 8-9,"公館 教室自排, 二 8-9 公館 教室自排, 四 8-9 公館 教室自排, 五 8-9 公館 教室自排",未定,110,1,50,10,0,"",AU32,""
2552,FPU0356,0158,運動專長術科：其它,競技系,必,4,允許重複修,一 8-9,"校外 教室自排, 二 8-9 校外 教室自排, 四 8-9 校外 教室自排, 五 8-9 校外 教室自排",李佳融,110,1,50,10,0,"",AU32,游泳、舉重、空手道等訓練場地依各教練指示前往
2553,FPU0357,0159,運動專長術科：網球,競技系,必,4,允許重複修,一 8-9,"公館 網球場二, 二 8-9 公館 網球場二, 四 8-9 公館 網球場二, 五 8-9 公館 網球場二",林岱樵,110,1,50,10,0,"",AU32,""
2554,FPU0358,0160,運動專長術科：體操,競技系,必,4,允許重複修,一 8-9,"本部 體操房, 二 8-9 本部 體操房, 四 8-9 本部 體操房, 五 8-9 本部 體操房",俞智贏,110,1,50,10,0,"",AU32,""
2555,PEUE101,0161,體育教材教法（教）,競技系,選,2,◎必須先修過(也可以同時修)【PEU3007  體育課程設計】、【FPU0338  體育課程設計】、【HEU0138  健康與體育概論】、【PEU0207  健康與體育概論】、【FPU0337  健康與體育概論】其中一門,四 6-7,公館 Ｓ501,陳信亨,110,1,50,10,0,"",AU32,本系承認體育系及衛教系所同名課程，惟本系師培生修課仍應以本系所開課程為優先。
2556,PEUE210,0162,體育教學實習（二）（教）,競技系,選,2,◎必須先修過(也可以同時修)【PEUE101  體育教材教法（教）】,五 1-4,公館 教室自排,陳信亨,110,1,50,10,0,"",AU32,本系承認體育系同名課程，惟本系師培生修課仍應以本系所開課程為優先。
2557,FPU0032,0163,體育史,競技系,選,2,◎限大一修習,二 6-7,公館 Ｓ102,李建興,110,1,50,10,0,"",AU32,""
2558,FPU0050,0164,運動與媒體,競技系,選,2,◎限大一修習,四 1-2,公館 Ｓ501,未定,110,1,50,10,0,"",AU32,""
2559,FPU0244,0165,田徑（一）,競技系,選,2,◎限大一修習,二 3-4,公館 操場二,蔡於儒,110,1,50,10,0,"",AU32,""
2560,FPU0250,0166,體操（一）,競技系,選,2,◎限大一修習,三 8-9,本部 體操房,翁士航,110,1,50,10,0,"",AU32,""
2561,FPU0251,0167,棒（壘）球（一）,競技系,選,2,◎限大一修習,四 3-4,公館 操場二,陳妙怡,110,1,50,10,0,"",AU32,""
2562,FPU0253,0168,籃球（一）,競技系,選,2,◎限大一修習,二 1-2,公館 體育館二3樓,梁嘉音,110,1,50,10,0,"",AU32,""
2563,FPU0340,0169,跆拳道（一）,競技系,選,1,◎限大一大二大三修習,二 1-2,公館 體育館二1樓,黃珮昀,110,1,50,10,0,"",AU32,""
2564,FPU0343,0170,競技運動科學化訓練與實作,競技系,選,3,◎限大一修習,五 1-4,公館 研001,鄭景峰 劉有德 相子元,110,1,50,10,0,"",AU32,""
2565,FPU0013,0171,運動心理學,競技系,必,2,"",五 1-2,公館 Ｓ101,林德隆,110,1,50,10,0,"",AU32,""
2566,FPU0016,0172,運動生物力學,競技系,必,2,"",一 3-4,公館 Ｓ101,劉錦璋,110,1,50,10,0,"",AU32,""
2567,FPU0034,0173,運動傳播學,競技系,選,2,"",四 3-4,公館 Ｓ501,未定,110,1,50,10,0,"",AU32,""
2568,FPU0064,0174,體能訓練法,競技系,選,2,"",二 6-7,公館 體育館三樓會議室,蔡於儒,110,1,50,10,0,"",AU32,""
2569,FPU0241,0175,舞蹈（一）,競技系,選,1,"",三 6-7,本部 大韻律教室,未定,110,1,50,10,0,"",AU32,大二~大四可修習，大一不可修習
2570,FPU0243,0176,排球（一）,競技系,選,1,"",五 3-4,公館 體育館二3樓,張恩崇,110,1,50,10,0,"",AU32,""
2571,FPU0012,0177,運動生理學,競技系,必,2,"",四 6-7,公館 Ｂ102,鄭景峰,110,1,50,10,0,"",AU32,""
2572,FPU0037,0178,教練心理學,競技系,選,2,"",二 3-4,公館 體育館三樓會議室,梁嘉音,110,1,50,10,0,"",AU32,""
2573,FPU0065,0179,身體素質訓練法,競技系,選,2,"",一 6-7,公館 理圖003,蔡於儒,110,1,50,10,0,"",AU32,""
2574,FPU0070,0180,競技運動管理策略,競技系,必,2,"",三 6-7,公館 體育館三樓會議室,李建興,110,1,50,10,0,"",AU32,""
2575,FPU0242,0181,武術（一）,競技系,選,1,"",一 1-2,公館 體育館二1樓,黃珮昀,110,1,50,10,0,"",AU32,限三年級修習
2576,FPU0246,0182,網球（一）,競技系,選,1,"",二 1-2,公館 網球場二,劉錦璋,110,1,50,10,0,"",AU32,""
2577,FPU0248,0183,桌球（一）,競技系,選,1,◎限大三大四修習,五 6-7,本部 桌球室,林岱樵,110,1,50,10,0,"",AU32,""
2578,FPU0249,0184,足球（一）,競技系,選,1,"",三 8-9,公館 操場二,周台英,110,1,50,10,0,"",AU32,""
2579,FPM0002,0055,競技運動研究法,競技碩,選,3,◎課程開放上修,五 3-5,公館 研002,林德隆,110,1,50,10,0,"",AM32,""
2580,FPM0003,0056,運動訓練學研究,競技碩,必,3,◎課程開放上修,二 5-7,公館 研002,俞智贏,110,1,50,10,0,"",AM32,""
2581,FPM0008,0057,運動競賽策略研究,競技碩,選,3,◎課程開放上修,三 3-5,公館 Ｓ501,李建興,110,1,50,10,0,"",AM32,""
2582,FPM0009,0058,運動醫學特論,競技碩,選,3,◎課程開放上修,二 2-4,公館 Ｓ501,未定,110,1,50,10,0,"",AM32,""
2583,FPM0020,0059,訓練運動生理學,競技碩,選,3,◎課程開放上修,三 2-4,公館 體育館三樓會議室,鄭景峰,110,1,50,10,0,"",AM32,""
2584,FPM0021,0060,運動體能訓練實作（一）,競技碩,必,2,◎課程開放上修,三 10-A,公館 體育館三樓會議室,石明宗,110,1,50,10,0,"",AM32,""
2585,FPM0023,0061,運動技能訓練實作（一）,競技碩,必,2,◎課程開放上修,三 10-A,公館 操場二,林德隆,110,1,50,10,0,"",AM32,""
2586,FPM0026,3329,運動科技前瞻議題,競技碩,選,3,◎課程開放上修,四 2-4,公館 體育館三樓視聽教室,相子元,110,1,50,10,0,"",AM32,""
2587,FPM0028,0062,運動科學研究法,競技碩,必,3,◎課程開放上修,二 6-8,公館 體育館三樓視聽教室,鄭景峰,110,1,50,10,0,"",AM32,""
2588,FPM0037,0070,姿勢與運動控制,競技碩,選,3,◎課程開放上修,三 2-4,公館 研002,劉有德,110,1,50,10,0,"",AM32,""
2589,FPM0046,0065,中級運動生物力學,競技碩,選,3,◎課程開放上修,二 2-4,公館 研001,李恆儒,110,1,50,10,0,"",AM32,""
2590,FPM0055,0066,運動科學專題報告（二）,競技碩,必,1,◎課程開放上修,四 5,公館 研001,何仁育,110,1,50,10,0,"",AM32,""
